date,1d_open,1d_high,1d_low,1d_close,1d_volume,Close,High,Low,Open,Volume
2012-05-18 00:00:00+00:00,42.05,45.0,38.0,38.2318,573576400,37.9687450992,44.6903763219,37.7385400051,41.7606738741,573576400
2012-05-21 00:00:00+00:00,36.53,36.66,33.0,34.03,168192700,33.7958556941,36.4077599102,32.772942636,36.2786543786,168192700
2012-05-22 00:00:00+00:00,32.61,33.59,30.94,31.0,101786600,30.7867036884,33.3588831256,30.72711652,32.3856260412,101786600
2012-05-23 00:00:00+00:00,31.37,32.5,31.36,32.0,73600000,31.7798231622,32.2763828991,31.144226699,31.1541578937,73600000
2012-05-24 00:00:00+00:00,32.95,33.21,31.77,33.03,50237200,32.8027362202,32.9814977255,31.5514056832,32.7232866623,50237200
2012-05-25 00:00:00+00:00,32.9,32.95,31.11,31.91,37149800,31.6904424096,32.7232866623,30.8959468305,32.6736306886,37149800
2012-05-29 00:00:00+00:00,31.48,31.69,28.65,28.84,78063400,28.6415656249,31.4719561253,28.4528729249,31.2634010358,78063400
2012-05-30 00:00:00+00:00,28.695,29.55,27.86,28.19,57267900,27.996037967,29.3466804514,27.6683085406,28.4975633012,57267900
2012-05-31 00:00:00+00:00,28.545,29.67,26.83,29.6,111639200,29.396336425,29.4658547882,26.6453954826,28.3485953802,111639200
2012-06-01 00:00:00+00:00,28.892,29.15,27.39,27.72,41855500,27.5292718143,28.9494326618,27.2015423879,28.6932078376,41855500
2012-06-04 00:00:00+00:00,27.2,27.65,26.44,26.9,35230300,26.7149138457,27.4597534511,26.2580788878,27.0128496879,35230300
2012-06-05 00:00:00+00:00,26.7,27.76,25.75,25.869,42473400,25.6910076682,27.5689965932,25.5728264508,26.516289951,42473400
2012-06-06 00:00:00+00:00,26.07,27.17,25.52,26.81,61489200,26.6255330931,26.9830561037,25.3444089719,25.8906246825,61489200
2012-06-07 00:00:00+00:00,27.0,27.35,26.15,26.31,26159500,26.1289733562,27.161817609,25.9700742404,26.8142257931,26159500
2012-06-08 00:00:00+00:00,26.55,27.76,26.44,27.1,38034000,26.9135377405,27.5689965932,26.2580788878,26.3673220299,38034000
2012-06-11 00:00:00+00:00,27.18,28.07,26.835,27.005,28219600,26.8191913905,27.8768636301,26.6503610799,26.9929872984,28219600
2012-06-12 00:00:00+00:00,27.48,27.77,26.96,27.4,15816800,27.2114735826,27.578927788,26.7745010142,27.2909231406,15816800
2012-06-13 00:00:00+00:00,27.66,28.1,27.1,27.27,17102800,27.082368051,27.9066572143,26.9135377405,27.4696846458,17102800
