date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
1970-01-02,175.5,180.5,175.5,180.0,8300,0.361079922713574,0.371367099998861,0.361079922713574,0.370338382270332,1195200,0.0,1.0
1970-01-05,171.25,176.0,171.0,175.5,6700,0.35233582202108,0.362108640442103,0.351821463156816,0.361079922713574,964800,0.0,1.0
1970-01-06,174.5,174.5,170.5,171.25,7200,0.359022487256517,0.359022487256517,0.350792745428287,0.35233582202108,1036800,0.0,1.0
1970-01-07,173.75,175.0,173.25,174.5,2300,0.357479410663724,0.360051204985045,0.356450692935195,0.359022487256517,331200,0.0,1.0
1970-01-08,175.0,176.5,173.75,173.75,3200,0.360051204985045,0.363137358170632,0.357479410663724,0.357479410663724,460800,0.0,1.0
1970-01-09,176.0,178.5,176.0,176.0,5200,0.362108640442103,0.367252229084746,0.362108640442103,0.362108640442103,748800,0.0,1.0
1970-01-12,173.0,176.0,173.0,176.0,6000,0.355936334070931,0.362108640442103,0.355936334070931,0.362108640442103,864000,0.0,1.0
1970-01-13,174.5,176.0,173.5,173.5,5900,0.359022487256517,0.362108640442103,0.356965051799459,0.356965051799459,849600,0.0,1.0
1970-01-14,177.0,177.5,174.5,174.5,4300,0.36416607589916,0.365194793627689,0.359022487256517,0.359022487256517,619200,0.0,1.0
1970-01-15,177.25,177.5,176.75,177.0,8400,0.364680434763425,0.365194793627689,0.363651717034896,0.36416607589916,1209600,0.0,1.0
1970-01-16,177.0,177.25,176.5,177.25,5100,0.36416607589916,0.364680434763425,0.363137358170632,0.364680434763425,734400,0.0,1.0
1970-01-19,174.75,176.75,174.5,176.75,8200,0.359536846120781,0.363651717034896,0.359022487256517,0.363651717034896,1180800,0.0,1.0
1970-01-20,174.75,174.75,171.75,174.75,5300,0.359536846120781,0.359536846120781,0.353364539749609,0.359536846120781,763200,0.0,1.0
1970-01-21,175.5,175.5,174.25,174.75,6100,0.361079922713574,0.361079922713574,0.358508128392252,0.359536846120781,878400,0.0,1.0
1970-01-22,176.0,176.0,174.5,175.5,2500,0.362108640442103,0.362108640442103,0.359022487256517,0.361079922713574,360000,0.0,1.0
1970-01-23,175.0,176.5,174.75,176.0,6800,0.360051204985045,0.363137358170632,0.359536846120781,0.362108640442103,979200,0.0,1.0
1970-01-26,175.0,175.0,174.0,175.0,6800,0.360051204985045,0.360051204985045,0.357993769527988,0.360051204985045,979200,0.0,1.0
1970-01-27,173.0,174.25,173.0,174.25,3700,0.355936334070931,0.358508128392252,0.355936334070931,0.358508128392252,532800,0.0,1.0
