Price,close,high,low,open,volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
datetime,,,,,
2004-01-02,16.916282653808594,17.113485026716628,16.842331176258654,16.99639567702041,44487700
2004-01-05,17.341501235961914,17.366152122283975,17.082672806675067,17.088835528255583,67333700
2004-01-06,17.40313148498535,17.427782377268787,17.298367543619214,17.372319045050293,46950800
2004-01-07,17.384647369384766,17.446273439043594,17.261396405486625,17.359997646772943,54298200
2004-01-08,17.353830337524414,17.551032767997775,17.255229122287737,17.495569437499743,58810800
2004-01-09,17.045700073242188,17.292203094373487,17.0025621914716,17.27371610242559,67079900
2004-01-12,16.990236282348633,17.088837488107146,16.854659918285453,17.051862329802475,55845200
2004-01-13,16.903968811035156,17.033382516276784,16.79920483161208,16.977919163910467,51555900
2004-01-14,17.070348739624023,17.088835729163957,16.928608492443693,16.959422100708533,43907000
2004-01-15,16.971752166748047,17.08267766045824,16.89780066218863,16.977913714660318,58504100
2004-01-16,17.138145446777344,17.181283345884342,16.965593850349354,17.076519372873236,63983400
2004-01-20,17.31685447692871,17.378480527819818,17.212090543039572,17.24290298077555,63068500
2004-01-21,17.440101623535156,17.440101623535156,17.162786217755887,17.335337712351283,53570600
2004-01-22,17.261394500732422,17.52638574823056,17.21825660935726,17.477085133027607,78425200
2004-01-23,17.551034927368164,17.723587662971774,17.39080763904039,17.427783980867886,127259100
2004-01-26,17.748231887817383,17.766720053007784,17.452428297284857,17.557192215859168,58299600
2004-01-27,17.409292221069336,17.698933119826517,17.390804053966882,17.64963251630574,63196200
2004-01-28,17.076513290405273,17.52638264687299,16.928611470968185,17.440105703970307,71336000
2004-01-29,17.199771881103516,17.224422781349556,16.990243930690635,17.138145805908028,63748400
2004-01-30,17.03953742980957,17.193601965658516,16.977911380386168,17.156626806172127,40528700
2004-02-02,16.885465621948242,17.131968538062065,16.786864455502716,17.01488038754464,62891800
2004-02-03,16.817689895629883,16.977916022351696,16.74990110518796,16.885477510652358,47993800
2004-02-04,16.645137786865234,16.90396633485359,16.645137786865234,16.774551473149664,60648000
2004-02-05,16.614315032958984,16.74372982353152,16.534202010542728,16.675941067735483,55527500
2004-02-06,16.688264846801758,16.756053595842697,16.595826391557853,16.65745242019337,47209600
2004-02-09,16.577342987060547,16.78070811711842,16.546530551610807,16.756058403842438,48108500
2004-02-10,16.65130043029785,16.731413496357746,16.528048293600097,16.55886191548428,37790600
2004-02-11,16.731416702270508,16.78071733131222,16.546539637219006,16.620489993071722,51515300
2004-02-12,16.608152389526367,16.73140327551339,16.595826948302033,16.694428127259158,44537000
2004-02-13,16.386306762695312,16.67594771352973,16.33084342683478,16.626647101144737,67541100
2004-02-17,16.632810592651367,16.700599378593168,16.386307519343962,16.466420577386604,43477000
2004-02-18,16.497228622436523,16.706756457811625,16.478740457402612,16.577341653412194,50334700
2004-02-19,16.306190490722656,16.6266450188006,16.287703498030695,16.589669857997503,61840600
2004-02-20,16.373979568481445,16.515718667035948,16.330841684175223,16.429442898423503,57821900
2004-02-23,16.398630142211914,16.491068631852308,16.318515922549516,16.47258046375656,50256800
2004-02-24,16.56501579284668,16.608154843505964,16.361650684271538,16.39862701340807,55426500
2004-02-25,16.4540958404541,16.63281012277099,16.398632503599362,16.577346785916255,64275700
2004-02-26,16.330841064453125,16.423279552375636,16.27537773661579,16.38630439229046,66602700
2004-02-27,16.349327087402344,16.404790407963667,16.238400446279694,16.3123507567488,58266500
2004-03-01,16.4540958404541,16.46642011220678,16.33084371957261,16.41095677535204,51912300
2004-03-02,16.26304817199707,16.447926276431378,16.238398463323804,16.398625683665998,66331000
2004-03-03,16.250734329223633,16.36165985253355,16.158294630002633,16.238408879271553,54998700
2004-03-04,16.250734329223633,16.28154677868423,16.152131905026593,16.22608342931947,44023200
2004-03-05,16.238399505615234,16.39246401482331,16.14596103517417,16.16444802401103,59849800
2004-03-08,15.917948722839355,16.238403258146512,15.905623277153882,16.213752366775566,69367800
2004-03-09,15.85015869140625,16.004223224012755,15.739233215281613,15.899459294823568,81111700
2004-03-10,15.634471893310547,15.899461946231659,15.62214644654604,15.807023446336453,75155800
2004-03-11,15.461918830871582,15.887137331707523,15.449593384373317,15.5173821646945,90536300
2004-03-12,15.64062786102295,15.720742060989869,15.548189394107865,15.64062786102295,64137100
2004-03-15,15.505049705505371,15.671439631718567,15.443423676305809,15.591325441133513,68835300
2004-03-16,15.517375946044922,15.634465290015871,15.468075355228542,15.5666765368613,65453800
2004-03-17,15.486560821533203,15.689925885609838,15.47423655660332,15.560512288205928,56241400
2004-03-18,15.338665962219238,15.424942908043858,15.147626252570467,15.38180384742194,123231000
2004-03-19,15.178443908691406,15.369484859419906,15.135306008662267,15.264720884169304,86281600
2004-03-22,15.098325729370117,15.30785360903573,14.796359355833022,15.086000283408794,127605200
2004-03-23,14.882636070251465,15.19692790967532,14.857986352185298,15.190765186303954,91696300
2004-03-24,15.042861938476562,15.147625875109336,14.901122840508451,15.0243737700993,97584700
2004-03-25,15.523544311523438,15.554356751205699,15.147626435219864,15.159951881260461,85677900
2004-03-26,15.42494010925293,15.720743704472746,15.406451943769566,15.474240708456234,61584900
2004-03-29,15.597492218017578,15.652955541179596,15.406452535692328,15.56051706104925,51881600
2004-03-30,15.529706954956055,15.6098200029709,15.424943014986349,15.535868502525547,59010400
2004-03-31,15.363308906555176,15.529698813765624,15.326333763425724,15.529698813765624,70533200
2004-04-01,15.455750465393066,15.474238628391232,15.314011408663676,15.37563744323871,69051900
2004-04-02,15.930269241333008,15.961081670597292,15.677603560025618,15.702253268353278,98043800
2004-04-05,15.991903305053711,16.010390301727345,15.85632572721014,15.905626344038867,53800300
2004-04-06,15.899452209472656,15.961078230136371,15.8131764857946,15.880965226066545,48992000
2004-04-07,15.770039558410645,15.887128887067984,15.622137805304941,15.862478007174376,63268900
2004-04-08,15.702253341674805,15.93026931571925,15.62830304092768,15.911781152823051,45294600
2004-04-12,15.78237247467041,15.86248552143792,15.671445813439083,15.702258252483693,38786800
2004-04-13,15.683773040771484,15.880975494063652,15.659122146400295,15.825512157147813,56971500
2004-04-14,15.720743179321289,15.825507096056043,15.640628973655263,15.646791695277184,61079600
2004-04-15,15.542038917541504,15.856330892999226,15.468088555916044,15.733079898483524,73756900
2004-04-16,15.505049705505371,15.652951470333075,15.474237278614961,15.609813602519004,51768600
2004-04-19,15.733078956604004,15.776216860872989,15.443436727221277,15.455762178560912,44592100
2004-04-20,15.609819412231445,15.948760935849267,15.579006973873163,15.807021838730481,59902600
2004-04-21,15.683773040771484,15.708422759723337,15.529708477209562,15.628309703855646,49252000
2004-04-22,15.991903305053711,16.016553025758363,15.696098428661914,15.72074932478599,99207700
2004-04-23,16.971752166748047,17.08267766045824,16.848500050955447,16.88547521552551,258269000
2004-04-26,16.786876678466797,16.977916430628724,16.700600888861953,16.916291538293535,89391000
2004-04-27,16.774545669555664,16.866985328256327,16.7190823445029,16.73757051132685,80716800
2004-04-28,16.367815017700195,16.66978134953924,16.312351693952305,16.645131636439654,72842200
2004-04-29,16.318511962890625,16.601991261143787,16.21374805327385,16.33700012650025,77787300
2004-04-30,16.102821350097656,16.484901835047552,15.998057440951628,16.38630064707704,66172200
2004-05-03,16.238399505615234,16.343163418893486,16.139798313755577,16.139798313755577,65916200
2004-05-04,16.226072311401367,16.355487096385485,16.035032669720696,16.238397752908195,55496400
2004-05-05,16.207595825195312,16.392474054728808,16.17678337464955,16.219921275581473,51841700
2004-05-06,16.096664428710938,16.232240807265065,16.041201097616245,16.12131414507568,62693900
2004-05-07,15.887136459350586,16.256890430641278,15.868648290618367,16.041201005861442,68290200
